provincia,partido,localidad,población,adsl,cablemódem,dial_up,fibra_óptica,satelital,wireless,telefonía_fija,3g,4g,link,latitud,longitud
CORDOBA,Punilla,Villa Santa Cruz del Lago,2282,SI,--,--,--,--,SI,SI,--,SI,14091320,-31,-64
CORDOBA,Río Cuarto,Achiras,2287,--,--,--,SI,--,SI,--,SI,SI,14098010,-33,-64
CORDOBA,Río Cuarto,Adelia María,7586,SI,SI,--,SI,--,SI,SI,SI,SI,14098020,-33,-64
CORDOBA,Río Cuarto,Alcira (Est. Gigena),5919,SI,--,--,SI,SI,--,SI,SI,SI,14098030,-32,-64
CORDOBA,Río Cuarto,Alpa Corral,812,--,--,--,--,--,--,--,SI,SI,14098040,-32,-64
CORDOBA,Río Cuarto,Berrotarán,6869,SI,SI,--,SI,--,SI,SI,SI,SI,14098050,-32,-64
CORDOBA,Río Cuarto,Bulnes,1051,SI,--,--,--,SI,--,--,SI,SI,14098060,-33,-64
CORDOBA,Río Cuarto,Chaján,767,--,--,--,SI,SI,--,SI,SI,SI,14098070,-33,-65
CORDOBA,Río Cuarto,Chucul,304,SI,--,--,SI,--,SI,SI,SI,SI,14098080,-33,-64
CORDOBA,Río Cuarto,Coronel Baigorria,1456,--,--,--,SI,--,--,--,SI,SI,14098090,-32,-64
CORDOBA,Río Cuarto,Coronel Moldes,9005,SI,--,--,--,--,--,SI,SI,SI,14098100,-33,-64
ENTRE RIOS,Tala,Estación Arroyo Clé,119,--,--,--,--,--,--,--,--,--,30091030,-32,-59
ENTRE RIOS,Tala,Gobernador Echagüe,201,--,--,--,--,--,SI,SI,--,--,30091040,-32,-59
ENTRE RIOS,Tala,Gobernador Mansilla,2046,--,--,--,--,--,SI,SI,SI,SI,30091050,-32,-59
ENTRE RIOS,Tala,Gobernador Solá,491,--,--,--,--,--,SI,--,--,--,30091060,-32,-59
ENTRE RIOS,Tala,Guardamonte,101,--,--,--,--,--,--,SI,--,--,30091070,-32,-59
ENTRE RIOS,Tala,Las Guachas,66,--,--,--,--,--,SI,--,--,--,30091080,-32,-59
ENTRE RIOS,Tala,Maciá,5870,--,SI,--,--,--,SI,SI,SI,SI,30091090,-32,-59
ENTRE RIOS,Tala,Rosario del Tala,12801,SI,--,--,SI,--,--,SI,SI,SI,30091100,-32,-59
ENTRE RIOS,Uruguay,1º de Mayo,696,--,--,--,--,--,SI,SI,--,--,30098090,-32,-58
ENTRE RIOS,Uruguay,Basavilbaso,9485,SI,--,--,SI,--,SI,SI,--,--,30098010,-32,-58
ENTRE RIOS,Uruguay,Caseros,1948,SI,--,--,SI,SI,SI,SI,SI,SI,30098020,-32,-58
ENTRE RIOS,Uruguay,Colonia Elía,741,--,--,--,SI,--,SI,SI,--,SI,30098030,-32,-58
ENTRE RIOS,Uruguay,Concepción del Uruguay,72528,SI,SI,SI,SI,--,SI,SI,SI,SI,30098040,-32,-58
ENTRE RIOS,Uruguay,Estancia San Pedro,0,--,--,--,--,--,SI,--,--,--,30098030,-32,-58
ENTRE RIOS,Uruguay,Herrera,1251,SI,--,--,--,--,SI,SI,--,--,30098060,-32,-58
SANTA FE,Constitución,Rueda,471,--,--,--,--,--,SI,SI,--,--,82028180,-33,-60
SANTA FE,Constitución,Santa Teresa,3039,SI,SI,--,SI,--,SI,SI,SI,SI,82028190,-33,-60
SANTA FE,Constitución,Sargento Cabral,1007,--,--,--,SI,--,SI,SI,--,--,82028200,-33,-60
SANTA FE,Constitución,Stephenson,54,--,--,--,SI,--,--,--,--,SI,82028210,-33,-60
SANTA FE,Constitución,Theobald,421,--,--,--,--,--,--,SI,--,--,82028220,-33,-60
SANTA FE,Constitución,Villa Constitución,47374,SI,SI,--,SI,--,SI,SI,SI,SI,82028230,-33,-60
SANTA FE,Garay,Cayastá,3367,--,--,--,--,--,SI,SI,SI,SI,82035010,-31,-60
SANTA FE,Garay,Helvecia,5756,--,SI,--,--,--,SI,SI,--,SI,82035020,-31,-60
SANTA FE,Garay,Los Zapallos,873,--,SI,--,--,--,--,SI,--,SI,82035030,-31,-60
SANTA FE,Garay,Saladero Mariano Cabal,588,--,--,--,--,--,SI,SI,--,SI,82035040,-30,-60
SANTA FE,Garay,Santa Rosa de Calchines,3435,SI,SI,--,--,--,--,SI,SI,SI,82035050,-31,-60
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),236,--,--,--,--,--,SI,SI,--,SI,82042010,-34,-62
SANTA FE,General López,Amenábar,1605,SI,--,--,--,--,SI,SI,SI,SI,82042020,-34,-62
SANTA FE,General López,Cafferata,1449,SI,--,--,SI,--,--,--,SI,--,82042030,-33,-62
BUENOS AIRES,Escobar,Maquinista F. Savio (este),37480,SI,SI,--,SI,--,SI,SI,SI,SI,6252010,-34,-58
BUENOS AIRES,Escobar,Matheu,16903,SI,SI,--,SI,SI,SI,SI,SI,SI,6252010,-34,-58
BUENOS AIRES,Escobar,Puerto Paraná,0,--,--,--,--,--,--,--,SI,SI,6252010,-34,-58
BUENOS AIRES,Esteban Echeverría,9 De Abril,50116,SI,SI,SI,SI,--,SI,SI,SI,SI,6260010,-34,-58
BUENOS AIRES,Esteban Echeverría,Canning,7941,SI,SI,--,SI,--,SI,SI,SI,SI,6260010,-34,-58
BUENOS AIRES,Esteban Echeverría,El Jagüel,60132,--,SI,--,SI,SI,SI,SI,SI,SI,6260010,-34,-58
BUENOS AIRES,Esteban Echeverría,Luis Guillón,46649,SI,SI,SI,SI,--,SI,SI,SI,SI,6260010,-34,-58
JUJUY,Rinconada,Loma Blanca,134,--,--,--,--,SI,--,--,--,--,38049025,-22,-66
JUJUY,Rinconada,Nuevo Pirquitas,672,--,--,--,SI,SI,--,SI,--,--,38049030,-22,-66
JUJUY,Rinconada,Orosmayo,82,--,--,--,SI,--,--,--,--,--,38049035,-22,-66
BUENOS AIRES,Quilmes,San Francisco Solano,59962,SI,SI,--,SI,--,SI,SI,SI,SI,6658010,-34,-58
BUENOS AIRES,Quilmes,Villa La Florida,35135,SI,SI,SI,SI,--,SI,SI,SI,SI,6658010,-34,-58
BUENOS AIRES,Ramallo,El Paraíso,423,SI,--,--,SI,--,SI,SI,--,--,6665010,-33,-59
BUENOS AIRES,Ramallo,Las Bahamas,31,--,--,--,--,--,--,--,SI,--,6665020,-33,-59
BUENOS AIRES,Ramallo,Pérez Millán,4570,--,--,--,SI,--,--,SI,SI,SI,6665030,-33,-60
BUENOS AIRES,Ramallo,Ramallo,13319,SI,SI,--,SI,SI,SI,SI,SI,SI,6665040,-33,-60
BUENOS AIRES,Ramallo,Villa General Savio (Est. Sánchez),1511,--,--,--,--,--,--,--,SI,SI,6665050,-33,-60
BUENOS AIRES,Ramallo,Villa Ramallo,11280,SI,SI,--,SI,--,SI,SI,SI,SI,6665060,-33,-60
BUENOS AIRES,Rauch,Rauch,12705,SI,--,SI,SI,SI,SI,SI,SI,SI,6672010,-36,-59
SANTA FE,San Jerónimo,Puerto Aragón,213,--,--,--,--,--,--,--,--,--,82105210,-32,-60
SANTA FE,San Jerónimo,San Eugenio,79,--,SI,--,--,--,--,--,--,--,82105220,-32,-61
CABA,COMUNA 08,VILLA LUGANO,126374,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34,-58
CORDOBA,Río Cuarto,Elena,2985,SI,--,--,SI,--,SI,SI,SI,SI,14098110,-32,-64
CORDOBA,Río Cuarto,La Carolina,165,SI,--,--,--,SI,SI,SI,SI,--,14098120,-33,-64
CORDOBA,Río Cuarto,La Cautiva,969,--,--,--,--,--,--,SI,--,SI,14098130,-33,-64
CORDOBA,Río Cuarto,La Gilda,101,--,--,--,--,--,--,--,--,--,14098140,-33,-64
CORDOBA,Río Cuarto,Las Acequias,2201,SI,--,--,SI,--,--,SI,SI,SI,14098150,-33,-63
CORDOBA,Río Cuarto,Las Albahacas,287,SI,--,--,--,--,--,SI,--,SI,14098160,-32,-64
CORDOBA,Río Cuarto,Las Higueras,6038,SI,SI,--,SI,--,--,SI,SI,SI,14098170,-33,-64
CORDOBA,Río Cuarto,Las Peñas,145,SI,--,--,--,--,SI,SI,SI,--,14098180,-32,-64
CORDOBA,Río Cuarto,Las Vertientes,766,SI,--,--,SI,--,--,SI,SI,SI,14098190,-33,-64
CORDOBA,Río Cuarto,Malena,368,--,--,--,--,--,--,SI,--,--,14098200,-33,-64
CORDOBA,Río Cuarto,Monte de los Gauchos,675,--,--,--,--,--,--,SI,--,--,14098210,-33,-63
CORDOBA,Río Cuarto,Paso del Durazno,32,--,--,--,--,--,--,--,--,SI,14098220,-33,-64
CORDOBA,Río Cuarto,Río Cuarto,157010,SI,SI,SI,SI,SI,SI,SI,SI,SI,14098230,-33,-64
CORDOBA,Río Cuarto,Sampacho,7716,SI,--,--,SI,--,SI,SI,SI,SI,14098240,-33,-64
CORDOBA,Río Cuarto,San Basilio,3160,SI,--,--,SI,SI,--,SI,SI,SI,14098250,-33,-64
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),3860,SI,--,--,--,--,--,SI,SI,SI,14098260,-33,-64
CORDOBA,Río Cuarto,Suco,292,--,--,--,--,--,--,SI,SI,SI,14098270,-33,-64
CORDOBA,Río Cuarto,Tosquitas,414,--,--,--,--,--,--,SI,SI,SI,14098280,-33,-64
JUJUY,Rinconada,Rinconada,351,--,--,--,--,SI,--,--,--,--,38049040,-22,-66
JUJUY,San Antonio,El Ceibal,176,--,--,--,SI,--,--,--,--,--,38056010,-24,-65
JUJUY,San Antonio,La Toma,0,--,--,--,--,--,--,--,--,--,38056020,-24,-65
JUJUY,San Antonio,Los Alisos,61,SI,--,--,--,--,--,--,--,--,38056017,-24,-65
JUJUY,San Antonio,Loteo Navea,930,--,--,--,SI,--,--,--,--,--,38056020,-24,-65
JUJUY,San Antonio,Nuestra Señora del Rosario,40,--,--,--,--,--,--,--,--,--,38056025,-24,-65
JUJUY,San Antonio,San Antonio,1430,SI,SI,--,--,SI,--,SI,--,--,38056030,-24,-65
JUJUY,San Pedro,Arrayanal,855,--,--,--,--,--,--,--,--,--,38063010,-24,-64
JUJUY,San Pedro,Arroyo Colorado,378,--,--,--,--,--,--,--,--,--,38063020,-24,-64
JUJUY,San Pedro,Don Emilio,446,--,--,--,--,--,SI,--,--,--,38063030,-24,-64
JUJUY,San Pedro,El Acheral,246,--,--,--,--,--,--,--,--,--,38063040,-24,-64
JUJUY,San Pedro,El Puesto,1166,--,--,--,--,--,--,--,--,--,38063050,-24,-64
JUJUY,San Pedro,El Quemado,35,--,--,--,--,--,--,--,--,--,38063060,-24,-64
JUJUY,San Pedro,La Esperanza,2164,--,--,--,--,SI,SI,--,--,SI,38063070,-24,-64
JUJUY,San Pedro,La Manga,190,--,--,--,--,--,--,--,--,--,38063080,-24,-64
JUJUY,San Pedro,La Mendieta,3635,--,--,--,--,SI,SI,SI,SI,SI,38063090,-24,-64
JUJUY,San Pedro,Miraflores,183,--,--,--,--,--,--,--,--,--,38063100,-24,-64
JUJUY,San Pedro,Palos Blancos,81,--,--,--,--,--,--,--,--,--,38063110,-24,-64
JUJUY,San Pedro,Parapetí,874,--,--,--,--,--,--,--,--,--,38063120,-24,-64
JUJUY,San Pedro,Piedritas,181,--,--,--,--,--,--,--,--,--,38063130,-24,-64
JUJUY,San Pedro,Rodeito,1879,--,--,--,--,--,--,--,SI,SI,38063140,-24,-64
JUJUY,San Pedro,Rosario de Río Grande,591,--,--,--,--,--,SI,--,--,--,38063150,-24,-64
JUJUY,San Pedro,San Antonio,325,--,--,--,--,--,--,--,--,--,38063160,-24,-64
JUJUY,San Pedro,San Lucas,326,--,--,--,--,--,SI,--,SI,SI,38063170,-24,-64
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),59131,SI,SI,--,SI,SI,SI,SI,--,--,38063180,-24,-64
LA PAMPA,Catriló,Uriburu,964,--,SI,--,SI,SI,SI,SI,SI,SI,42028040,-36,-63
LA PAMPA,Chalileo,Santa Isabel,2526,--,--,SI,--,SI,SI,SI,SI,--,42049010,-36,-66
LA PAMPA,Chapaleufú,Bernardo Larroude,1499,--,--,SI,SI,SI,SI,SI,--,--,42056010,-35,-63
LA PAMPA,Chapaleufú,Ceballos,323,--,--,--,SI,SI,SI,SI,--,--,42056020,-35,-63
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),676,--,--,--,--,SI,SI,SI,--,SI,42056030,-35,-63
LA PAMPA,Chapaleufú,Intendente Alvear,7510,SI,SI,SI,SI,SI,SI,SI,SI,SI,42056040,-35,-63
LA PAMPA,Chapaleufú,Sarah,204,--,--,--,--,SI,SI,--,--,--,42056050,-35,-63
LA PAMPA,Chapaleufú,Vértiz,688,--,--,--,--,--,SI,SI,--,SI,42056060,-35,-63
LA PAMPA,Chical Co,Algarrobo del Águila,329,--,--,--,--,--,--,SI,--,--,42063010,-36,-67
LA PAMPA,Chical Co,La Humada,657,--,--,--,--,SI,SI,SI,--,--,42063020,-36,-68
LA PAMPA,Conhelo,Conhelo,464,--,--,--,--,--,SI,SI,--,--,42035010,-35,-64
LA PAMPA,Conhelo,Eduardo Castex,9253,SI,SI,--,SI,SI,SI,SI,SI,SI,42035020,-35,-64
RIO NEGRO,Avellaneda,Lamarque,7686,--,SI,SI,SI,SI,SI,SI,SI,SI,62014070,-39,-65
RIO NEGRO,Avellaneda,Luis Beltrán,5603,--,SI,SI,SI,SI,SI,SI,SI,SI,62014080,-39,-65
RIO NEGRO,Avellaneda,Pomona,737,--,SI,--,--,SI,SI,--,SI,SI,62014090,-39,-65
RIO NEGRO,Bariloche,Arelauquen,460,--,--,--,--,--,--,--,SI,SI,62021005,-41,-71
RIO NEGRO,Bariloche,Barrio El Pilar,521,--,--,--,--,--,--,--,SI,SI,62021010,-41,-71
RIO NEGRO,Bariloche,Colonia Suiza,150,--,--,--,--,--,--,--,SI,SI,62021020,-41,-71
RIO NEGRO,Bariloche,El Bolsón,17061,SI,SI,--,SI,SI,SI,SI,SI,SI,62021030,-41,-71
RIO NEGRO,Bariloche,El Foyel,155,--,--,--,--,SI,--,--,SI,SI,62021040,-41,-71
RIO NEGRO,Bariloche,Mallín Ahogado,65,--,--,--,--,--,--,--,--,--,62021047,-41,-71
RIO NEGRO,Bariloche,Rio Villegas,75,--,--,--,--,SI,--,SI,--,--,62021050,-41,-71
RIO NEGRO,Bariloche,San Carlos de Bariloche,109305,SI,SI,SI,SI,SI,SI,SI,SI,SI,62021060,-41,-71
SAN LUIS,Junín,Santa Rosa del Conlara,5511,SI,--,--,SI,--,SI,SI,SI,SI,74049070,-32,-65
SAN LUIS,Junín,Talita,50,--,--,--,--,SI,SI,--,--,--,74049080,-32,-65
SAN LUIS,La Capital,Alto Pelado,119,--,--,--,--,--,SI,--,--,--,74056010,-33,-66
SAN LUIS,La Capital,Alto Pencoso,272,--,--,--,SI,--,SI,--,--,SI,74056020,-33,-66
SAN LUIS,La Capital,Balde,589,--,--,--,SI,SI,SI,--,--,--,74056030,-33,-66
SAN LUIS,La Capital,Beazley,957,--,--,--,--,--,SI,--,--,--,74056040,-33,-66
SAN LUIS,La Capital,Boca Del Tigre,0,--,--,--,--,--,--,--,--,--,74056070,-33,-66
SAN LUIS,La Capital,Cazador,100,--,--,--,--,--,SI,--,--,--,74056050,-33,-66
SAN LUIS,La Capital,Cerro Colorado,0,--,--,--,--,--,--,--,--,--,74056070,-33,-66
SAN LUIS,La Capital,Charlone,0,--,--,--,--,--,--,--,--,--,74056070,-33,-66
SAN LUIS,La Capital,Chosmes,47,--,--,--,--,--,SI,--,SI,SI,74056060,-33,-66
SAN LUIS,La Capital,CRUZ DE PIEDRA,0,--,--,--,--,--,--,--,--,--,74056070,-33,-66
SAN LUIS,La Capital,Daniel Donovan,0,--,--,--,--,--,--,--,--,--,74056070,-33,-66
SAN LUIS,La Capital,Desaguadero,96,--,--,--,SI,--,SI,--,--,--,74056070,-33,-67
SAN LUIS,La Capital,El Charabon,0,--,--,--,--,--,--,--,--,--,74056070,-33,-66
SAN LUIS,La Capital,El Chorrillo,0,--,--,--,--,--,--,--,SI,SI,74056070,-33,-66
SAN LUIS,La Capital,El Volcán,1775,--,SI,--,SI,--,SI,SI,--,--,74056080,-33,-66
SAN LUIS,La Capital,Estancia Grande,0,--,--,--,--,--,--,--,--,--,74056070,-33,-66
SAN LUIS,La Capital,Jarilla,46,--,--,--,--,--,SI,--,--,--,74056090,-33,-67
SAN LUIS,La Capital,Juan W. Gez,0,--,--,--,--,--,--,--,--,--,74056070,-33,-66
SAN LUIS,La Capital,Juana Koslay,12467,SI,--,SI,SI,--,SI,SI,--,--,74056100,-33,-66
SAN LUIS,La Capital,La Punta,13182,--,SI,--,SI,--,--,--,SI,SI,74056105,-33,-66
SANTA FE,Rosario,Zavalla,4966,SI,SI,--,--,--,--,SI,SI,SI,82084320,-33,-60
SANTA FE,San Cristóbal,Aguará Grande,96,--,--,--,--,SI,SI,--,--,--,82091010,-30,-60
SANTA FE,San Cristóbal,Ambrosetti,905,--,--,--,--,SI,SI,SI,--,--,82091020,-30,-61
SANTA FE,San Cristóbal,Arrufo,1764,SI,SI,--,SI,--,--,SI,SI,SI,82091030,-30,-61
SANTA FE,San Cristóbal,Balneario La Verde,8,--,--,--,--,SI,--,--,--,--,82091040,-29,-61
SANTA FE,San Cristóbal,Capivara,102,--,--,--,--,SI,--,--,--,--,82091050,-30,-61
SANTA FE,San Cristóbal,Ceres,14499,SI,SI,--,--,--,SI,SI,SI,SI,82091060,-29,-61
SANTA FE,San Cristóbal,Colonia Ana,16,--,--,--,--,--,SI,--,--,--,82091070,-30,-61
SANTA FE,San Cristóbal,Colonia Bossi,111,SI,--,--,SI,--,SI,--,--,SI,82091080,-30,-61
SANTA FE,San Cristóbal,Colonia Rosa,562,--,--,--,--,--,SI,--,--,SI,82091090,-30,-61
SANTA FE,San Cristóbal,Constanza,129,--,--,--,--,--,--,SI,--,--,82091100,-30,-61
SANTA FE,San Cristóbal,Curupaity,220,--,--,--,--,--,SI,--,--,--,82091110,-30,-61
SANTA FE,San Cristóbal,Hersilia,2780,--,SI,--,SI,--,SI,SI,SI,SI,82091120,-30,-61
SANTA FE,San Cristóbal,Huanqueros,665,--,--,--,--,--,SI,--,--,--,82091130,-30,-61
SANTA FE,San Cristóbal,La Cabral,161,--,--,--,--,SI,SI,SI,--,--,82091140,-30,-61
SANTA FE,San Cristóbal,La Lucila,112,--,--,--,--,--,--,--,--,--,82091145,-30,-61
SANTIAGO DEL ESTERO,Capital,Santiago del Estero,252192,SI,SI,SI,SI,SI,SI,SI,SI,SI,86049110,-27,-64
SANTIAGO DEL ESTERO,Capital,Vuelta de la Barranca,219,--,--,--,--,--,SI,--,SI,SI,86049120,-27,-64
SANTIAGO DEL ESTERO,Capital,Yanda,201,--,--,--,--,--,SI,--,--,--,86049130,-27,-64
SANTIAGO DEL ESTERO,Choya,Ancaján,166,--,--,--,--,--,--,--,--,--,86063010,-28,-64
SANTIAGO DEL ESTERO,Choya,Choya,1042,SI,--,--,SI,SI,--,SI,SI,SI,86063020,-28,-64
SANTIAGO DEL ESTERO,Choya,Estación La Punta,409,SI,--,--,--,--,--,SI,--,--,86063030,-28,-64
SANTIAGO DEL ESTERO,Choya,Frías,26649,SI,SI,--,SI,SI,SI,SI,SI,SI,86063040,-28,-65
SANTIAGO DEL ESTERO,Choya,Laprida,1197,--,--,--,SI,--,SI,--,--,--,86063050,-28,-64
SANTIAGO DEL ESTERO,Choya,San Pedro,87,--,--,--,--,--,--,--,--,--,86063070,-28,-64
SANTIAGO DEL ESTERO,Choya,Tapso,691,--,--,--,SI,--,SI,--,SI,SI,86063080,-28,-65
SANTIAGO DEL ESTERO,Choya,Villa La Punta,819,--,--,--,SI,SI,SI,--,--,SI,86063090,-28,-64
SANTIAGO DEL ESTERO,Copo,El Caburé,737,--,--,--,--,--,SI,--,--,--,86056010,-26,-62
SANTIAGO DEL ESTERO,Copo,La Firmeza,69,--,--,--,--,--,SI,--,--,--,86056020,-25,-63
SANTIAGO DEL ESTERO,Copo,Los Pirpintos,1729,--,--,--,SI,SI,--,--,--,--,86056030,-26,-62
SANTA CRUZ,Lago Argentino,El Calafate,16655,SI,--,--,SI,SI,SI,SI,SI,SI,78028010,-50,-72
SANTA CRUZ,Lago Argentino,El Chaltén,1627,--,--,--,SI,SI,SI,SI,--,--,78028020,-49,-72
SANTA CRUZ,Lago Argentino,Tres Lagos,282,--,--,--,SI,SI,SI,SI,--,SI,78028030,-49,-71
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,3363,--,--,SI,--,SI,SI,SI,--,SI,78035010,-46,-71
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,4617,--,SI,SI,SI,SI,SI,SI,SI,SI,78035020,-46,-70
SANTA CRUZ,Magallanes,Puerto San Julián,7894,SI,SI,SI,SI,SI,SI,SI,SI,SI,78042010,-49,-67
SANTA CRUZ,Río Chico,Bajo Caracoles,33,--,--,--,--,SI,--,SI,--,--,78049010,-47,-70
SANTA CRUZ,Río Chico,Gobernador Gregores,4497,--,--,--,SI,SI,SI,SI,--,--,78049020,-48,-70
SANTA CRUZ,Río Chico,Hipólito Yrigoyen,266,--,--,--,--,--,--,SI,--,--,78049030,-47,-71
SANTA FE,9 de Julio,Campo Garay,0,--,--,--,--,--,--,--,--,--,82077020,-29,-61
SANTA FE,9 de Julio,Esteban Rams,169,--,--,--,--,SI,SI,SI,--,--,82077010,-29,-61
SANTA FE,9 de Julio,Gato Colorado,998,--,--,--,--,SI,--,SI,--,--,82077020,-28,-61
SAN LUIS,La Capital,Las Barrancas,0,--,--,--,--,--,SI,--,--,--,74056070,-33,-66
SAN LUIS,La Capital,Las Chacras,0,--,--,--,--,--,--,--,--,--,74056070,-33,-66
SAN LUIS,La Capital,Los Algarrobos Blancos,0,--,--,--,--,--,--,--,SI,SI,74056070,-33,-66
SAN LUIS,La Capital,Mosmota,9,--,--,--,--,--,--,--,--,--,74056110,-33,-66
SAN LUIS,La Capital,Potrero de los Funes,1698,--,--,--,--,--,SI,SI,SI,SI,74056120,-33,-66
SAN LUIS,La Capital,Pozo Del Carril,0,--,--,--,--,--,--,--,--,--,74056110,-33,-66
SAN LUIS,La Capital,Salinas del Bebedero,76,--,--,--,--,--,SI,SI,--,--,74056130,-33,-66
SAN LUIS,La Capital,San Jerónimo,330,--,--,--,SI,--,SI,--,--,--,74056140,-33,-66
SAN LUIS,La Capital,San Luis,169947,SI,SI,SI,SI,SI,SI,SI,SI,SI,74056150,-33,-66
SAN LUIS,La Capital,San Roque,0,--,--,--,--,--,--,--,SI,SI,74056070,-33,-66
SAN LUIS,La Capital,Santa Rosa,0,--,--,--,--,--,--,--,--,--,74056070,-33,-66
SAN LUIS,La Capital,Varela,0,--,--,--,--,--,SI,--,--,--,74056140,-34,-66
SAN LUIS,La Capital,Zanjitas,201,--,--,--,--,--,SI,--,--,--,74056160,-33,-66
SAN LUIS,Libertador Grl. San Martín,Barranca Alta,0,--,--,--,--,--,--,--,--,--,74063050,-32,-65
SAN LUIS,Libertador Grl. San Martín,Cabeza De Novillo,0,--,--,--,--,--,--,--,--,--,74063050,-32,-65
SAN LUIS,Libertador Grl. San Martín,Casa De Los Tigres,0,--,--,--,--,--,--,--,--,--,74063050,-32,-65
SAN LUIS,Libertador Grl. San Martín,El Estanquito,0,--,--,--,--,--,--,--,--,--,74063050,-32,-65
SAN LUIS,Libertador Grl. San Martín,El Paraguay,0,--,--,--,--,--,--,--,--,--,74063020,-32,-65
SAN LUIS,Libertador Grl. San Martín,El Paraiso,0,--,--,--,--,--,--,--,--,--,74063050,-32,-65
SAN LUIS,Libertador Grl. San Martín,El Puesto,0,--,--,--,--,--,SI,--,--,--,74063050,-32,-65
SAN LUIS,Libertador Grl. San Martín,La Cocha,0,--,--,--,--,--,--,--,--,--,74063010,-32,-65
SAN LUIS,Libertador Grl. San Martín,La Ramada,0,--,--,--,--,--,SI,--,--,--,74063020,-32,-65
SAN LUIS,Libertador Grl. San Martín,La Totora,0,--,--,--,--,--,--,--,--,--,74063020,-32,-65
RIO NEGRO,General Roca,Barda del Medio,1651,--,--,SI,--,SI,SI,SI,SI,SI,62042030,-38,-68
RIO NEGRO,General Roca,Barrio Blanco,61,--,--,--,--,--,--,--,--,--,62042040,-39,-67
RIO NEGRO,General Roca,Barrio Calle Ciega Nº10,52,--,--,--,--,--,--,--,--,--,62042050,-39,-67
RIO NEGRO,General Roca,Barrio Calle Ciega Nº6,23,--,--,--,--,--,--,--,--,--,62042060,-39,-67
RIO NEGRO,General Roca,Barrio Canale,66,--,--,--,--,--,--,--,--,--,62042070,-39,-67
RIO NEGRO,General Roca,Barrio Chacra Monte,1900,--,--,--,--,--,--,SI,SI,SI,62042080,-39,-67
RIO NEGRO,General Roca,Barrio Costa Este,267,--,--,--,--,--,--,--,--,--,62042090,-39,-67
RIO NEGRO,General Roca,Barrio Costa Linda,310,--,--,--,--,--,--,--,--,--,62042100,-38,-67
RIO NEGRO,General Roca,Barrio Costa Oeste,834,--,--,--,--,--,--,--,SI,SI,62042110,-39,-67
RIO NEGRO,General Roca,Barrio Destacamento,40,--,--,--,--,SI,--,--,--,--,62042115,-37,-67
RIO NEGRO,General Roca,Barrio El Labrador,263,--,--,--,--,--,SI,--,--,--,62042120,-38,-68
RIO NEGRO,General Roca,Barrio El Maruchito,51,--,--,--,--,--,--,--,--,--,62042130,-38,-67
RIO NEGRO,General Roca,Barrio El Petróleo,84,--,--,--,--,--,--,--,--,--,62042140,-39,-67
RIO NEGRO,General Roca,Barrio El Treinta,0,--,--,--,--,--,--,--,SI,SI,62042297,-38,-67
RIO NEGRO,General Roca,Barrio Emergente,44,--,--,--,--,--,--,--,SI,--,62042143,-39,-67
RIO NEGRO,General Roca,Barrio Fátima,136,--,--,--,--,--,--,--,--,--,62042147,-39,-67
RIO NEGRO,General Roca,Barrio Frontera,69,--,--,--,--,--,--,--,--,--,62042150,-39,-67
RIO NEGRO,General Roca,Barrio Goretti,0,--,--,--,--,--,--,--,--,--,62042297,-38,-67
RIO NEGRO,General Roca,Barrio Guerrico,52,SI,--,SI,SI,--,--,SI,SI,SI,62042160,-39,-67
RIO NEGRO,General Roca,Barrio Isla 10,312,--,--,--,--,--,--,--,--,--,62042170,-38,-67
RIO NEGRO,General Roca,Barrio La Barda,71,--,--,--,--,--,--,--,--,--,62042180,-39,-67
RIO NEGRO,General Roca,Barrio La Costa,94,--,--,--,--,--,--,--,--,--,62042200,-39,-67
RIO NEGRO,General Roca,Barrio La Defensa,209,--,--,--,--,--,--,--,--,--,62042210,-39,-67
RIO NEGRO,General Roca,Barrio La Herradura,49,--,--,--,--,--,--,--,--,--,62042215,-39,-67
RIO NEGRO,General Roca,Barrio La Lor,0,--,--,--,--,--,--,--,SI,SI,62042297,-38,-68
RIO NEGRO,General Roca,Barrio La Ribera - Barrio APYCAR,470,--,--,--,--,--,--,--,SI,SI,62042230,-39,-67
RIO NEGRO,General Roca,Barrio Las Angustias,653,--,--,--,--,--,--,--,SI,SI,62042297,-39,-67
RIO NEGRO,General Roca,Villa Regina,30028,SI,--,SI,SI,SI,SI,SI,SI,SI,62042560,-39,-67
RIO NEGRO,General Roca,Villa San Isidro,607,--,--,--,SI,--,SI,--,SI,--,62042570,-38,-68
RIO NEGRO,Ñorquincó,Las Bayas,66,--,--,--,--,--,--,--,--,--,62056010,-41,-70
RIO NEGRO,Ñorquincó,Mamuel Choique,243,--,--,--,SI,--,--,SI,--,--,62056020,-41,-70
RIO NEGRO,Ñorquincó,Ñorquincó,565,--,--,--,--,SI,--,SI,--,--,62056030,-41,-70
RIO NEGRO,Ñorquincó,Ojos de Agua,69,--,--,--,--,--,--,SI,--,--,62056040,-41,-69
